"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","NAT_WGT_COMB_POP","REG_WGT_COMB_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON2","ECON4","ECON3","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS11_TEMP","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","HHINCOME","EDUCATION","EDUC4","P_OCCUPY2","MARITAL","LGBT","HHSIZE1","HH01S","HH25S","HH612S","HH1317S","HH18OVS","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","RACE2_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER"
"5800","0040002347","Amerispeak",0.5856087187,NA,NA,NA,NA,NA,NA,"(2) Most","(3) A few times a month","(3) A few times a month","(1) Basically every day","(1) Basically every day","(2) No","(2) No","(5) Poor","(2) No","(1) Yes","(2) No","(1) Yes","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(4) 5-7 days","(4) 5-7 days","(4) 5-7 days","(4) 5-7 days","(2) 1-2 days","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(1) Yes","(1) Yes","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(4) Not too likely","(5) Not likely at all","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(3) No, I did not work for pay last week.",NA,"(1) I do not want to be employed at this time","0","(5) Not likely at all","(5) Not likely at all","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes","96.7","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(1) Yes","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(1) Yes","(2) No","(2) No","(1) Yes","(1) 18-29","(2) 25-34","(2) Female","(1) White, non-Hispanic","(1) White non-Hispanic","$75,000 to under $100,000","(5) Bachelors degree","(4) BA or above",NA,NA,NA,"(2) Two persons",0,0,0,0,2,"(2) Midwest","(4) West North Central","(3) Urban","(2) Web Interview","(1) English",NA,"(1) NH white 5",NA,"(3) $60k to less than $125k","(2) 23-64","(2) +1 other adult only"
"5801","0040002360","Amerispeak",1.6009896147,0.8449996921,NA,47844.658716,NA,15948.219572,"California","(3) Some","(4) Once a month","(4) Once a month","(1) Basically every day","(1) Basically every day","(2) No","(2) No","(3) Good","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(2) Yes, I worked as self-employed in my own business, professional practice, or farm",NA,NA,"50","(1) Extremely likely","(1) Extremely likely","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","98.7","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(3) 45-59","(4) 45-54","(1) Male","(4) Other, non-Hispanic","(2) Nonwhite","$150,000 or more","(6) Masters degree","(4) BA or above",NA,NA,NA,"(4) Four persons",0,0,2,0,2,"(4) West","(9) Pacific","(3) Urban","(2) Web Interview","(1) English",NA,"(5) NH Other 5",NA,"(4) More than $125k","(2) 23-64","(3) 1 or 2 kids"
"5802","0040002364","Amerispeak",0.8144480464,NA,NA,NA,NA,NA,NA,"(4) None","(2) A few times a week","(5) Not at all","(2) A few times a week","(1) Basically every day","(2) No","(2) No","(2) Very good","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Extremely likely","(1) Extremely likely","(1) Extremely likely","(1) Extremely likely","(1) Extremely likely","(1) Yes","(1) Yes","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes, I worked for someone else for wages, salary, piece rate, commission, tips, or payments 'in kind,' for example, food or lodging received as payment for work performed","48",NA,"40","(1) Extremely likely","(1) Extremely likely","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(98) SKIPPED ON WEB","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","98.7","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) 18-29","(2) 25-34","(1) Male","(3) Hispanic","(2) Nonwhite","$50,000 to under $75,000","(2) HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED)","(2) HS graduate or equivalent",NA,NA,NA,"(5) Five persons",0,1,0,2,2,"(3) South","(7) West South Central","(3) Urban","(2) Web Interview","(1) English",NA,"(3) Hispanic 5",NA,"(3) $60k to less than $125k","(2) 23-64","(4) 3 or more kids"
"5803","0040002369","Amerispeak",1.772873472,NA,NA,NA,NA,NA,NA,"(2) Most","(2) A few times a week","(2) A few times a week","(2) A few times a week","(2) A few times a week","(2) No","(2) No","(2) Very good","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(4) 5-7 days","(1) Not at all or less than 1 day","(3) 3-4 days","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(1) Yes","(1) Yes","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(1) Yes","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(3) No, I did not work for pay last week.",NA,"(1) I do not want to be employed at this time","0","(4) Not too likely","(3) Moderately likely","(2) Applied for","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(2) No",NA,"(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(4) 60+","(5) 55-64","(1) Male","(1) White, non-Hispanic","(1) White non-Hispanic","$150,000 or more","(5) Bachelors degree","(4) BA or above",NA,NA,NA,"(1) One person, I live by myself",0,0,0,0,1,"(1) Northeast","(2) Mid-Atlantic","(3) Urban","(2) Web Interview","(1) English",NA,"(1) NH white 5",NA,"(4) More than $125k","(2) 23-64","(1) Alone"
"5804","0040002370","Amerispeak",0.4889745378,NA,NA,NA,NA,NA,NA,"(3) Some","(2) A few times a week","(3) A few times a month","(1) Basically every day","(1) Basically every day","(1) Yes","(1) Yes","(2) Very good","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) 1-2 days","(2) 1-2 days","(2) 1-2 days","(2) 1-2 days","(1) Not at all or less than 1 day","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","(0) No","(1) Yes","(1) Yes","(0) No","(1) Yes","(1) Yes","(1) Yes","(0) No","(1) Yes","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(5) Not likely at all","(4) Not too likely","(5) Not likely at all","(3) Moderately likely","(3) Moderately likely","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(1) Yes","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(2) No","(1) Yes","(1) Yes","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes, I worked for someone else for wages, salary, piece rate, commission, tips, or payments 'in kind,' for example, food or lodging received as payment for work performed","40",NA,"40","(2) Very likely","(2) Very likely","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(2) No",NA,"(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(4) 60+","(5) 55-64","(2) Female","(1) White, non-Hispanic","(1) White non-Hispanic","$75,000 to under $100,000","(5) Bachelors degree","(4) BA or above",NA,NA,NA,"(2) Two persons",0,0,0,0,2,"(4) West","(8) Mountain","(3) Urban","(2) Web Interview","(1) English",NA,"(1) NH white 5",NA,"(3) $60k to less than $125k","(2) 23-64","(2) +1 other adult only"
"5805","0040002375","Amerispeak",0.6265263495,0.4868750833,NA,8656.5593114,NA,2885.5197705,"Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin","(2) Most","(2) A few times a week","(3) A few times a month","(98) SKIPPED ON WEB","(1) Basically every day","(2) No","(1) Yes","(2) Very good","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(88) Already done this","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes, I worked for someone else for wages, salary, piece rate, commission, tips, or payments 'in kind,' for example, food or lodging received as payment for work performed","40",NA,"40","(1) Extremely likely","(1) Extremely likely","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","98","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(3) 45-59","(4) 45-54","(2) Female","(1) White, non-Hispanic","(1) White non-Hispanic","$75,000 to under $100,000","(5) Bachelors degree","(4) BA or above",NA,NA,NA,"(2) Two persons",0,0,0,0,2,"(2) Midwest","(3) East North Central","(3) Urban","(2) Web Interview","(1) English",NA,"(1) NH white 5",NA,"(3) $60k to less than $125k","(2) 23-64","(2) +1 other adult only"
"5806","0040002377","Amerispeak",0.4769130629,NA,NA,NA,NA,NA,NA,"(3) Some","(1) Basically every day","(1) Basically every day","(1) Basically every day","(1) Basically every day","(2) No","(2) No","(4) Fair","(2) No","(2) No","(1) Yes","(1) Yes","(1) Yes","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(77) Not sure","(1) Yes","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(2) 1-2 days","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(1) Yes","(1) Yes","(0) No","(0) No","(1) Yes","(0) No","(1) Yes","(0) No","(1) Yes","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(3) Moderately likely","(4) Not too likely","(4) Not too likely","(88) Already done this","(1) Extremely likely","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(3) No, I did not work for pay last week.",NA,"(2) I am retired","0","(5) Not likely at all","(5) Not likely at all","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(1) Received","(4) Did not receive nor apply for any","(1) Received","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","97.6","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(77) Not sure","(2) No","(2) No","(2) No","(2) No","(77) Not sure","(77) Not sure","(2) No","(2) No","(2) No","(4) 60+","(6) 65-74","(2) Female","(1) White, non-Hispanic","(1) White non-Hispanic","$10,000 to under $20,000","(3) Some college, no degree","(3) Some college",NA,NA,NA,"(1) One person, I live by myself",0,0,0,0,1,"(1) Northeast","(1) New England","(3) Urban","(2) Web Interview","(1) English",NA,"(1) NH white 5",NA,"(1) Less than $30,000","(3) 65+","(1) Alone"
"5807","0040002378","Amerispeak",1.1270449212,2.4672993973,NA,35011.505995,NA,11670.501998,"Minnesota","(4) None","(5) Not at all","(5) Not at all","(2) A few times a week","(2) A few times a week","(2) No","(2) No","(2) Very good","(98) SKIPPED ON WEB","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes","(0) No","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(5) Not likely at all","(3) Moderately likely","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes, I worked for someone else for wages, salary, piece rate, commission, tips, or payments 'in kind,' for example, food or lodging received as payment for work performed","55",NA,"35","(2) Very likely","(2) Very likely","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(2) No",NA,"(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) 18-29","(2) 25-34","(1) Male","(88) Removed for disclosure risk","(1) White non-Hispanic","$50,000 to under $75,000","(3) Some college, no degree","(3) Some college",NA,NA,NA,"(2) Two persons",0,0,0,0,2,"(2) Midwest","(4) West North Central","(3) Urban","(2) Web Interview","(1) English",NA,"(88) Removed for disclosure risk",NA,"(3) $60k to less than $125k","(2) 23-64","(2) +1 other adult only"
"5808","0040002379","Amerispeak",0.3958858611,0.7698393009,NA,43589.008329,NA,14529.669443,"California","(3) Some","(3) A few times a month","(2) A few times a week","(2) A few times a week","(1) Basically every day","(2) No","(2) No","(4) Fair","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes","(1) Yes","(0) No","(0) No","(1) Yes","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(3) Moderately likely","(3) Moderately likely","(3) Moderately likely","(4) Not too likely","(3) Moderately likely","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(1) Yes","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(1) Yes, I worked for someone else for wages, salary, piece rate, commission, tips, or payments 'in kind,' for example, food or lodging received as payment for work performed","45",NA,"55","(1) Extremely likely","(2) Very likely","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(2) No",NA,"(1) Yes","(2) No","(2) No","(2) No","(98) SKIPPED ON WEB","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) 30-44","(2) 25-34","(1) Male","(3) Hispanic","(2) Nonwhite","Under $10,000","(1) No HS diploma","(1) No HS diploma",NA,NA,NA,"(6) Six or more persons",0,0,2,0,5,"(4) West","(9) Pacific","(3) Urban","(2) Web Interview","(2) Spanish",NA,"(3) Hispanic 5",NA,"(1) Less than $30,000","(2) 23-64","(3) 1 or 2 kids"
"5809","0040002381","Amerispeak",0.23594498,NA,NA,NA,NA,NA,NA,"(3) Some","(1) Basically every day","(1) Basically every day","(1) Basically every day","(1) Basically every day","(2) No","(1) Yes","(2) Very good","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Not at all or less than 1 day","(1) Yes","(1) Yes","(0) No","(0) No","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(1) Yes","(1) Yes","(1) Yes","(1) Yes","(1) Yes","(1) Yes","(1) Yes","(0) No","(1) Yes","(0) No","(0) No","(0) No","(4) Not too likely","(5) Not likely at all","(3) Moderately likely","(2) Very likely","(3) Moderately likely","(1) Yes","(2) No","(2) No","(1) Yes","(1) Yes","(1) Yes","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(1) Yes","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(0) No","(3) No, I did not work for pay last week.",NA,"(2) I am retired","3","(4) Not too likely","(4) Not too likely","(4) Did not receive nor apply for any","(1) Received","(4) Did not receive nor apply for any","(1) Received","(4) Did not receive nor apply for any","(1) Received","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(4) Did not receive nor apply for any","(1) Received","(4) Did not receive nor apply for any","(3) Never true","(3) Never true","(0) No","(0) No","(0) No","(1) Yes","(0) No","(0) No","(0) No","(1) Yes","97.9","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(1) Yes","(2) No","(2) No","(1) Yes","(2) No","(2) No","(2) No","(2) No","(2) No","(1) Yes","(2) No","(2) No","(1) Yes","(4) 60+","(5) 55-64","(2) Female","(2) Black, non-Hispanic","(2) Nonwhite","$20,000 to under $30,000","(3) Some college, no degree","(3) Some college",NA,NA,NA,"(1) One person, I live by myself",0,0,0,0,1,"(2) Midwest","(3) East North Central","(3) Urban","(2) Web Interview","(1) English",NA,"(2) NH black 5",NA,"(1) Less than $30,000","(2) 23-64","(1) Alone"
